record_id,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_dataset
CL012103,AI12103,AI Consultant,196203,USD,SE,FL,Switzerland,L,Switzerland,50,"Python, Scala, Hadoop",Master,9,Consulting,2025-04-27,2025-07-08,630,9.6,Neural Networks Co,dataset_1
CL012104,AI12104,AI Product Manager,105360,USD,SE,CT,India,L,India,50,"Tableau, SQL, Java",Master,9,Consulting,2024-05-25,2024-06-17,2289,7.4,DeepTech Ventures,dataset_1
CL012105,AI12105,AI Product Manager,200721,USD,EX,FL,South Korea,L,South Korea,100,"Kubernetes, Deep Learning, Mathematics, SQL, Azure",Bachelor,11,Automotive,2024-04-23,2024-05-20,976,9.2,Algorithmic Solutions,dataset_1
CL012106,AI12106,AI Specialist,67368,USD,MI,FL,Finland,S,Finland,50,"AWS, TensorFlow, GCP",PhD,4,Media,2024-12-20,2025-01-16,1140,5.7,TechCorp Inc,dataset_1
CL012107,AI12107,AI Software Engineer,43795,USD,EN,FT,Japan,M,Japan,100,"GCP, Python, Azure",Associate,1,Education,2024-08-08,2024-10-20,2295,8.3,AI Innovations,dataset_1
CL012108,AI12108,Data Engineer,67572,USD,SE,FT,South Korea,S,South Korea,100,"AWS, Data Visualization, Spark, Statistics",PhD,6,Retail,2024-12-06,2025-02-15,1989,6.5,DataVision Ltd,dataset_1
CL012109,AI12109,Data Scientist,167712,USD,EX,CT,Canada,L,Canada,50,"Computer Vision, PyTorch, Git",Master,11,Telecommunications,2024-11-21,2024-12-27,1682,8.3,Cloud AI Solutions,dataset_1
CL012110,AI12110,Data Scientist,48365,USD,EN,FT,South Korea,M,Australia,50,"Git, Linux, Scala, SQL, Computer Vision",Master,1,Consulting,2024-07-16,2024-08-26,2251,8.3,Digital Transformation LLC,dataset_1
CL012111,AI12111,Principal Data Scientist,147740,USD,SE,FT,Singapore,L,Singapore,100,"Data Visualization, Python, TensorFlow, AWS",PhD,7,Transportation,2024-07-05,2024-09-07,1129,8.6,TechCorp Inc,dataset_1
CL012112,AI12112,Research Scientist,90650,EUR,MI,FT,Germany,S,Germany,0,"Python, SQL, Azure, Docker, Mathematics",Master,2,Telecommunications,2024-07-31,2024-10-10,800,5.9,Cloud AI Solutions,dataset_1
CL012113,AI12113,Data Scientist,72757,USD,SE,PT,China,S,China,100,"GCP, TensorFlow, Computer Vision",Bachelor,9,Government,2024-10-03,2024-11-02,1204,5.2,Predictive Systems,dataset_1
CL012114,AI12114,AI Research Scientist,107303,USD,EX,CT,India,M,Japan,0,"Mathematics, R, NLP, Kubernetes",Associate,16,Media,2024-09-27,2024-10-29,2268,9.0,Machine Intelligence Group,dataset_1
CL012115,AI12115,Data Analyst,46371,USD,EN,CT,Finland,S,Finland,50,"Hadoop, MLOps, PyTorch, GCP",PhD,1,Consulting,2024-11-23,2025-01-16,1406,9.1,Digital Transformation LLC,dataset_1
CL012116,AI12116,Data Scientist,266593,USD,EX,FT,Singapore,M,Singapore,100,"PyTorch, Statistics, Docker",PhD,16,Real Estate,2025-02-16,2025-03-04,1166,8.8,Cognitive Computing,dataset_1
CL012117,AI12117,ML Ops Engineer,178629,EUR,EX,CT,Germany,M,Australia,0,"Data Visualization, NLP, Kubernetes, Mathematics, PyTorch",Associate,19,Real Estate,2024-06-02,2024-06-28,1154,6.1,TechCorp Inc,dataset_1
CL012118,AI12118,Computer Vision Engineer,146067,USD,EX,CT,Ireland,S,Ireland,100,"GCP, Linux, Computer Vision, SQL",Master,19,Energy,2024-03-26,2024-05-25,913,5.6,AI Innovations,dataset_1
CL012119,AI12119,Autonomous Systems Engineer,107122,USD,MI,PT,Singapore,L,Singapore,0,"R, SQL, Scala, Deep Learning",PhD,2,Consulting,2024-01-29,2024-03-06,2443,5.6,Cloud AI Solutions,dataset_1
CL012120,AI12120,Deep Learning Engineer,95130,USD,SE,PT,Australia,S,Australia,100,"Azure, Data Visualization, TensorFlow, Mathematics, Python",Associate,7,Transportation,2025-04-16,2025-04-30,2101,5.2,TechCorp Inc,dataset_1
CL012121,AI12121,AI Consultant,73429,USD,MI,CT,Austria,M,Austria,0,"PyTorch, TensorFlow, Docker, Java",Master,3,Retail,2024-09-05,2024-11-07,1584,6.4,DataVision Ltd,dataset_1
CL012122,AI12122,Principal Data Scientist,108875,USD,SE,CT,Israel,L,Israel,50,"Linux, Git, Deep Learning, Tableau",PhD,7,Energy,2024-07-07,2024-08-17,1479,5.6,Future Systems,dataset_1
CL012123,AI12123,Head of AI,65220,EUR,EN,CT,Germany,S,Germany,50,"Spark, Python, Linux, SQL, Hadoop",Master,1,Gaming,2024-01-01,2024-03-06,1421,6.3,Algorithmic Solutions,dataset_1
CL012124,AI12124,Head of AI,100762,USD,SE,CT,Canada,S,Canada,0,"Kubernetes, Mathematics, NLP",Bachelor,8,Manufacturing,2025-01-19,2025-03-04,778,6.1,DataVision Ltd,dataset_1
CL012125,AI12125,AI Software Engineer,104369,USD,SE,CT,India,L,India,50,"Scala, Hadoop, Statistics, Docker",Master,5,Healthcare,2024-01-09,2024-02-07,688,10.0,Autonomous Tech,dataset_1
CL012126,AI12126,Data Analyst,87835,EUR,MI,FT,Germany,M,Netherlands,50,"Data Visualization, GCP, Python, Scala, Git",Bachelor,2,Manufacturing,2024-11-15,2025-01-11,542,8.8,Future Systems,dataset_1
CL012127,AI12127,AI Architect,87275,USD,EN,CT,Norway,L,Norway,50,"GCP, Linux, PyTorch, Statistics",Bachelor,0,Media,2024-12-31,2025-01-24,2478,7.7,Autonomous Tech,dataset_1
CL012128,AI12128,Autonomous Systems Engineer,125786,USD,SE,CT,Canada,S,Canada,50,"PyTorch, Kubernetes, MLOps, Azure",PhD,7,Finance,2025-02-13,2025-04-27,511,8.7,Machine Intelligence Group,dataset_1
CL012129,AI12129,Robotics Engineer,160428,USD,EX,FT,Austria,L,Sweden,0,"Data Visualization, TensorFlow, Git",PhD,12,Education,2024-06-10,2024-07-30,1684,6.6,DeepTech Ventures,dataset_1
CL012130,AI12130,Deep Learning Engineer,72733,USD,MI,CT,Ireland,M,Ireland,50,"Git, TensorFlow, Deep Learning, Tableau, Kubernetes",PhD,4,Education,2024-02-28,2024-03-17,1789,8.5,Quantum Computing Inc,dataset_1
CL012131,AI12131,Machine Learning Researcher,82610,USD,MI,CT,Canada,L,Canada,50,"Python, Azure, Tableau, PyTorch, Java",PhD,4,Retail,2025-03-19,2025-05-04,1421,7.1,Machine Intelligence Group,dataset_1
CL012132,AI12132,AI Architect,156344,USD,MI,FL,Norway,L,Norway,50,"PyTorch, NLP, MLOps, Linux",Associate,2,Telecommunications,2024-03-13,2024-04-03,1768,6.3,Advanced Robotics,dataset_1
CL012133,AI12133,Machine Learning Engineer,140806,USD,SE,FT,Singapore,S,Singapore,0,"Hadoop, Scala, Deep Learning",Bachelor,6,Media,2024-07-02,2024-07-20,1424,7.4,TechCorp Inc,dataset_1
CL012134,AI12134,ML Ops Engineer,42773,USD,EN,FL,Finland,S,Finland,0,"Scala, MLOps, GCP, Git",Bachelor,0,Media,2024-11-13,2024-11-29,1352,5.6,Future Systems,dataset_1
CL012135,AI12135,AI Consultant,180783,USD,EX,PT,Japan,L,Japan,100,"Git, Mathematics, MLOps, Python, Azure",PhD,12,Automotive,2024-03-12,2024-04-19,2203,5.1,Future Systems,dataset_1
CL012136,AI12136,Computer Vision Engineer,117233,USD,EX,FL,India,S,India,50,"Data Visualization, Java, SQL, Scala, Hadoop",Associate,16,Media,2024-12-08,2025-01-18,1250,8.3,DataVision Ltd,dataset_1
CL012137,AI12137,AI Research Scientist,63914,USD,MI,FL,China,L,China,100,"Spark, Kubernetes, Tableau",Associate,2,Education,2024-05-22,2024-07-19,2097,6.4,Quantum Computing Inc,dataset_1
CL012138,AI12138,Principal Data Scientist,66673,USD,MI,FT,South Korea,M,Israel,100,"Docker, SQL, PyTorch, Spark, R",Bachelor,4,Government,2024-05-15,2024-06-18,1566,9.4,TechCorp Inc,dataset_1
CL012139,AI12139,AI Specialist,62382,USD,EN,CT,Austria,L,Austria,100,"Scala, Computer Vision, R, Java, PyTorch",Bachelor,0,Manufacturing,2024-10-27,2024-12-01,2148,6.4,Algorithmic Solutions,dataset_1
CL012140,AI12140,Machine Learning Researcher,60067,EUR,EN,CT,Germany,L,Germany,50,"PyTorch, TensorFlow, Data Visualization, GCP",Master,1,Consulting,2025-01-16,2025-03-17,2249,8.1,Cognitive Computing,dataset_1
CL012141,AI12141,AI Architect,40011,USD,EN,FT,India,S,United Kingdom,100,"Java, PyTorch, Tableau",Master,0,Automotive,2024-10-04,2024-11-05,998,8.0,AI Innovations,dataset_1
CL012142,AI12142,Autonomous Systems Engineer,87803,USD,MI,PT,Finland,L,Finland,0,"R, Azure, Statistics, AWS, SQL",PhD,4,Transportation,2025-01-21,2025-02-14,2368,5.1,Machine Intelligence Group,dataset_1
CL012143,AI12143,Machine Learning Researcher,109988,USD,SE,FL,Finland,L,Finland,50,"MLOps, AWS, Python",PhD,5,Consulting,2025-04-19,2025-06-27,2447,6.8,Algorithmic Solutions,dataset_1
CL012144,AI12144,Deep Learning Engineer,213281,USD,EX,FT,Denmark,L,Japan,0,"Python, Computer Vision, Hadoop",Bachelor,18,Telecommunications,2024-09-07,2024-09-23,1151,9.8,TechCorp Inc,dataset_1
CL012145,AI12145,ML Ops Engineer,181498,USD,SE,FT,Switzerland,S,Switzerland,0,"Git, Linux, PyTorch, Spark, Kubernetes",Associate,8,Finance,2025-04-14,2025-04-29,745,5.2,Future Systems,dataset_1
CL012146,AI12146,Machine Learning Engineer,91217,USD,SE,PT,South Korea,S,South Korea,0,"Statistics, SQL, Kubernetes, PyTorch",Associate,7,Government,2024-07-26,2024-08-13,1513,8.4,Digital Transformation LLC,dataset_1
CL012147,AI12147,Deep Learning Engineer,138701,USD,MI,CT,Norway,L,Denmark,0,"SQL, MLOps, Azure",Master,2,Energy,2024-09-05,2024-10-29,1385,5.7,Advanced Robotics,dataset_1
CL012148,AI12148,AI Software Engineer,110032,USD,MI,CT,Denmark,L,Denmark,100,"AWS, Java, Scala, Python",Master,2,Real Estate,2024-04-20,2024-06-05,1780,7.1,Digital Transformation LLC,dataset_1
CL012149,AI12149,Computer Vision Engineer,36732,USD,EN,CT,India,M,India,100,"SQL, PyTorch, Deep Learning, Scala",Bachelor,1,Transportation,2024-01-02,2024-01-30,1670,9.0,Digital Transformation LLC,dataset_1
CL012150,AI12150,Data Scientist,147646,USD,SE,FT,Switzerland,M,Switzerland,100,"PyTorch, Data Visualization, Scala",Master,8,Retail,2024-01-08,2024-02-20,2152,8.2,Future Systems,dataset_1
CL012151,AI12151,Robotics Engineer,74597,USD,EN,FL,Australia,L,Australia,100,"Scala, Tableau, Kubernetes, Deep Learning, TensorFlow",Associate,1,Automotive,2024-08-15,2024-09-07,1984,8.5,AI Innovations,dataset_1
CL012152,AI12152,AI Architect,189177,USD,EX,PT,Japan,L,Japan,50,"Git, Deep Learning, Computer Vision, Docker, Statistics",Bachelor,11,Finance,2024-12-13,2025-01-19,2378,5.7,Quantum Computing Inc,dataset_1
CL012153,AI12153,ML Ops Engineer,133420,USD,EX,PT,China,M,China,100,"Python, Tableau, R, TensorFlow, GCP",Associate,14,Finance,2024-12-02,2025-01-06,1986,8.8,Quantum Computing Inc,dataset_1
CL012154,AI12154,Robotics Engineer,84127,USD,MI,FT,Sweden,L,Sweden,50,"SQL, GCP, AWS, Tableau",Associate,3,Education,2024-04-23,2024-06-15,1681,9.4,Advanced Robotics,dataset_1
CL012155,AI12155,Data Engineer,171485,EUR,EX,PT,Germany,S,China,0,"Python, TensorFlow, Linux, Docker",Master,13,Finance,2024-05-23,2024-07-01,2231,9.6,Neural Networks Co,dataset_1
CL012156,AI12156,AI Product Manager,43226,EUR,EN,PT,France,S,France,0,"Computer Vision, Kubernetes, Statistics",Bachelor,0,Finance,2024-06-21,2024-08-27,1915,8.0,Smart Analytics,dataset_1
CL012157,AI12157,Deep Learning Engineer,80134,USD,SE,PT,South Korea,S,South Korea,0,"PyTorch, Tableau, TensorFlow",Bachelor,5,Finance,2025-04-11,2025-06-09,958,8.2,Advanced Robotics,dataset_1
CL012158,AI12158,Deep Learning Engineer,211329,USD,EX,FT,Norway,M,Japan,0,"Java, Git, Python",Bachelor,17,Gaming,2024-09-13,2024-10-20,1079,6.4,Advanced Robotics,dataset_1
CL012159,AI12159,Research Scientist,78172,USD,EN,FT,Australia,M,Australia,50,"TensorFlow, R, GCP",Master,0,Retail,2024-11-01,2024-12-30,1509,9.6,AI Innovations,dataset_1
CL012160,AI12160,Robotics Engineer,79828,USD,MI,FL,Australia,M,Australia,50,"Azure, Linux, Spark, NLP",PhD,2,Gaming,2025-04-28,2025-05-27,1610,5.1,Predictive Systems,dataset_1
CL012161,AI12161,Machine Learning Engineer,74383,GBP,MI,FL,United Kingdom,S,United Kingdom,50,"NLP, PyTorch, Linux, Mathematics",Associate,3,Automotive,2025-01-10,2025-03-07,737,7.0,Predictive Systems,dataset_1
CL012162,AI12162,Research Scientist,113532,USD,SE,PT,Israel,L,South Korea,100,"AWS, Kubernetes, Git, SQL",PhD,9,Government,2024-10-25,2024-12-07,2279,6.7,Quantum Computing Inc,dataset_1
CL012163,AI12163,Principal Data Scientist,131514,USD,MI,PT,Denmark,L,South Korea,50,"AWS, MLOps, Spark, Data Visualization, Azure",Associate,4,Finance,2024-01-30,2024-04-04,2315,6.7,Predictive Systems,dataset_1
CL012164,AI12164,AI Architect,56701,USD,MI,FL,Austria,S,United States,50,"Docker, Azure, PyTorch, Kubernetes, SQL",PhD,4,Automotive,2024-08-24,2024-09-08,2001,8.3,Autonomous Tech,dataset_1
CL012165,AI12165,Machine Learning Engineer,140305,USD,EX,FT,Austria,L,Austria,100,"TensorFlow, Statistics, Data Visualization",Associate,19,Telecommunications,2024-03-15,2024-05-05,1884,9.0,Machine Intelligence Group,dataset_1
CL012166,AI12166,Data Analyst,58822,USD,MI,CT,India,L,India,0,"Linux, PyTorch, TensorFlow",Bachelor,4,Retail,2024-07-28,2024-08-23,1909,6.3,TechCorp Inc,dataset_1
CL012167,AI12167,Robotics Engineer,83774,USD,SE,PT,South Korea,L,South Korea,50,"R, Spark, NLP",PhD,5,Telecommunications,2024-07-01,2024-09-04,1536,5.4,Cloud AI Solutions,dataset_1
CL012168,AI12168,ML Ops Engineer,145846,GBP,EX,FL,United Kingdom,S,United Kingdom,100,"R, TensorFlow, Azure",PhD,10,Government,2024-10-17,2024-11-28,1227,8.4,Autonomous Tech,dataset_1
CL012169,AI12169,Data Analyst,96432,EUR,MI,PT,France,M,France,100,"Mathematics, Computer Vision, Azure, Python, TensorFlow",Bachelor,3,Transportation,2024-07-08,2024-08-11,1896,5.2,Machine Intelligence Group,dataset_1
CL012170,AI12170,Data Scientist,253805,GBP,EX,CT,United Kingdom,L,United Kingdom,0,"Python, Statistics, TensorFlow",Master,15,Telecommunications,2024-02-27,2024-05-08,2038,9.9,Smart Analytics,dataset_1
CL012171,AI12171,AI Research Scientist,112471,USD,SE,CT,Singapore,S,Singapore,50,"Linux, TensorFlow, Python",Master,7,Healthcare,2025-04-07,2025-05-06,1713,5.6,Cognitive Computing,dataset_1
CL012172,AI12172,Deep Learning Engineer,84053,USD,EN,FL,Singapore,M,Singapore,50,"Deep Learning, Python, Linux",Associate,1,Real Estate,2024-09-21,2024-10-13,2374,8.3,Neural Networks Co,dataset_1
CL012173,AI12173,Computer Vision Engineer,63933,USD,EN,FL,Japan,L,Japan,100,"Kubernetes, Docker, AWS",Master,0,Consulting,2024-01-28,2024-02-11,2105,5.9,Advanced Robotics,dataset_1
CL012174,AI12174,Computer Vision Engineer,126568,USD,SE,PT,Sweden,S,Sweden,0,"Docker, Kubernetes, Deep Learning, Git",Master,7,Telecommunications,2024-05-04,2024-06-29,1438,6.8,Autonomous Tech,dataset_1
CL012175,AI12175,Head of AI,88812,USD,MI,FL,Australia,L,Australia,0,"Deep Learning, Java, Git, Linux",Bachelor,3,Manufacturing,2024-02-05,2024-03-04,2389,9.8,Predictive Systems,dataset_1
CL012176,AI12176,Autonomous Systems Engineer,279728,EUR,EX,PT,Germany,L,Singapore,50,"Computer Vision, SQL, NLP, Data Visualization",PhD,19,Energy,2024-06-24,2024-08-30,1740,7.8,TechCorp Inc,dataset_1
CL012177,AI12177,Autonomous Systems Engineer,174360,EUR,EX,FT,Netherlands,M,Netherlands,50,"PyTorch, Azure, Tableau, Python",Bachelor,16,Energy,2025-01-27,2025-02-10,936,8.5,AI Innovations,dataset_1
CL012178,AI12178,Deep Learning Engineer,47012,USD,EN,FT,Israel,S,Israel,100,"Python, TensorFlow, Data Visualization, Mathematics, Java",PhD,1,Gaming,2024-05-22,2024-06-18,1583,9.7,TechCorp Inc,dataset_1
CL012179,AI12179,Machine Learning Engineer,110318,USD,MI,PT,Switzerland,M,Switzerland,50,"Linux, Scala, Python, Docker, R",Bachelor,2,Consulting,2024-09-01,2024-11-11,637,5.0,Quantum Computing Inc,dataset_1
CL012180,AI12180,AI Specialist,100275,USD,SE,CT,Japan,M,Japan,0,"PyTorch, Java, AWS, MLOps, Python",Bachelor,9,Manufacturing,2024-11-27,2025-02-03,990,5.6,Autonomous Tech,dataset_1
CL012181,AI12181,Autonomous Systems Engineer,99393,EUR,MI,FT,Germany,L,Germany,0,"Statistics, Java, AWS",PhD,4,Telecommunications,2024-07-07,2024-09-09,1743,8.3,Algorithmic Solutions,dataset_1
CL012182,AI12182,Head of AI,191434,EUR,EX,CT,Germany,M,United States,50,"Docker, Scala, SQL, TensorFlow, Kubernetes",Associate,17,Government,2024-07-20,2024-08-10,983,9.0,Algorithmic Solutions,dataset_1
CL012183,AI12183,AI Consultant,56341,USD,EN,FT,Finland,L,Finland,50,"Azure, Kubernetes, NLP, Tableau",Associate,0,Education,2024-10-26,2024-12-02,726,5.5,DataVision Ltd,dataset_1
CL012184,AI12184,Machine Learning Researcher,225886,EUR,EX,FL,France,M,Austria,0,"TensorFlow, Statistics, Docker, Scala, AWS",Associate,12,Retail,2024-10-13,2024-10-29,1987,7.9,AI Innovations,dataset_1
CL012185,AI12185,AI Software Engineer,200157,EUR,EX,FL,France,L,France,50,"SQL, PyTorch, Computer Vision, Mathematics, Data Visualization",PhD,16,Real Estate,2024-02-13,2024-04-23,1999,9.9,Machine Intelligence Group,dataset_1
CL012186,AI12186,AI Research Scientist,102482,USD,MI,FT,Norway,S,Norway,50,"Scala, SQL, PyTorch, Computer Vision, AWS",Master,4,Telecommunications,2025-03-21,2025-05-13,1222,6.7,DeepTech Ventures,dataset_1
CL012187,AI12187,AI Architect,107326,EUR,SE,FT,Germany,S,Germany,0,"Python, Data Visualization, TensorFlow, NLP, AWS",Master,9,Media,2024-12-06,2025-01-18,1417,8.8,Algorithmic Solutions,dataset_1
CL012188,AI12188,AI Research Scientist,76421,USD,EN,CT,Switzerland,S,Switzerland,0,"Mathematics, Hadoop, Scala, Java",PhD,1,Retail,2025-03-04,2025-03-26,1268,5.9,Autonomous Tech,dataset_1
CL012189,AI12189,AI Research Scientist,237211,EUR,EX,FT,France,M,Canada,100,"SQL, Scala, Python",Bachelor,13,Real Estate,2024-05-18,2024-07-05,531,6.0,TechCorp Inc,dataset_1
CL012190,AI12190,AI Architect,61437,USD,EN,CT,India,L,India,100,"Kubernetes, Python, GCP",Bachelor,0,Technology,2024-03-07,2024-05-12,666,7.4,Cognitive Computing,dataset_1
CL012191,AI12191,Machine Learning Engineer,144299,USD,SE,FT,Australia,L,Australia,50,"Python, Linux, TensorFlow, Scala, Git",PhD,9,Media,2024-11-29,2025-01-04,2379,8.5,Predictive Systems,dataset_1
CL012192,AI12192,NLP Engineer,42865,USD,EN,FT,South Korea,M,South Korea,0,"TensorFlow, SQL, Deep Learning, R, Mathematics",Master,1,Real Estate,2025-04-04,2025-06-05,2155,8.6,Advanced Robotics,dataset_1
CL012193,AI12193,ML Ops Engineer,65426,GBP,EN,FT,United Kingdom,S,United Kingdom,50,"Azure, NLP, Spark, Python",Bachelor,1,Healthcare,2024-02-26,2024-03-23,955,8.0,Autonomous Tech,dataset_1
CL012194,AI12194,AI Specialist,89534,USD,EN,FT,Singapore,L,Singapore,50,"R, Java, GCP",Master,0,Transportation,2024-07-13,2024-09-15,1591,6.6,Algorithmic Solutions,dataset_1
CL012195,AI12195,Machine Learning Researcher,88816,USD,EN,CT,Switzerland,M,Norway,0,"SQL, Data Visualization, Git",Associate,0,Gaming,2024-05-25,2024-07-31,918,5.2,Machine Intelligence Group,dataset_1
CL012196,AI12196,AI Product Manager,102927,USD,MI,FT,Singapore,M,Singapore,100,"Computer Vision, GCP, Linux, SQL, R",Bachelor,3,Finance,2024-07-30,2024-09-18,2226,6.9,Advanced Robotics,dataset_1
CL012197,AI12197,Machine Learning Engineer,196297,USD,EX,FT,United States,L,United States,0,"SQL, Java, TensorFlow",PhD,15,Media,2025-03-28,2025-05-06,1309,7.3,Cloud AI Solutions,dataset_1
CL012198,AI12198,Autonomous Systems Engineer,217998,EUR,EX,PT,Germany,S,Germany,100,"Azure, Scala, TensorFlow",Associate,13,Retail,2024-10-30,2024-12-31,1337,7.7,Machine Intelligence Group,dataset_1
CL012199,AI12199,AI Architect,88452,USD,MI,PT,Canada,M,Canada,100,"Linux, Python, TensorFlow",Associate,3,Telecommunications,2024-11-20,2025-01-04,1792,9.7,Future Systems,dataset_1
CL012200,AI12200,AI Consultant,214477,USD,EX,CT,Canada,M,Canada,100,"Python, Git, NLP",PhD,17,Consulting,2024-09-25,2024-11-23,1866,6.3,Smart Analytics,dataset_1
CL012201,AI12201,AI Research Scientist,57753,USD,EN,FT,Singapore,S,Singapore,100,"Computer Vision, SQL, Scala, Kubernetes",Bachelor,1,Retail,2024-11-11,2024-12-01,2450,6.2,DeepTech Ventures,dataset_1
CL012202,AI12202,Computer Vision Engineer,171067,USD,EX,PT,Singapore,L,Singapore,100,"Python, TensorFlow, PyTorch",Master,17,Consulting,2024-01-17,2024-03-19,742,9.2,Future Systems,dataset_1
CL012203,AI12203,AI Research Scientist,108359,EUR,MI,FT,Netherlands,M,Netherlands,50,"Azure, AWS, Statistics, GCP, PyTorch",Associate,4,Retail,2024-09-24,2024-11-17,2415,6.6,Digital Transformation LLC,dataset_1
CL012204,AI12204,AI Architect,46467,USD,EN,PT,Canada,S,Canada,100,"MLOps, Azure, Kubernetes, GCP, TensorFlow",Master,0,Real Estate,2025-01-19,2025-03-23,1762,8.2,Predictive Systems,dataset_1
CL012205,AI12205,ML Ops Engineer,140303,USD,MI,CT,United States,L,United States,100,"PyTorch, TensorFlow, Java, AWS, SQL",Master,2,Consulting,2025-02-13,2025-04-15,2148,8.8,Machine Intelligence Group,dataset_1
CL012206,AI12206,NLP Engineer,89185,USD,EX,PT,China,S,China,100,"Hadoop, Computer Vision, PyTorch, Spark, Git",Master,18,Automotive,2024-06-01,2024-07-18,1801,6.7,Cognitive Computing,dataset_1
CL012207,AI12207,AI Consultant,79200,EUR,EN,FT,Germany,M,Germany,50,"Hadoop, Spark, GCP, Azure, Statistics",Associate,1,Retail,2025-02-05,2025-02-28,999,9.5,Digital Transformation LLC,dataset_1
CL012208,AI12208,AI Product Manager,252704,USD,EX,FL,Singapore,M,Japan,50,"PyTorch, Docker, Tableau, TensorFlow, Scala",Associate,17,Finance,2025-01-04,2025-02-07,1351,9.3,DeepTech Ventures,dataset_1
CL012209,AI12209,AI Software Engineer,60121,USD,MI,PT,India,M,Germany,0,"Hadoop, Java, NLP, Data Visualization",PhD,3,Gaming,2024-01-13,2024-03-18,2212,8.7,Neural Networks Co,dataset_1
CL012210,AI12210,AI Product Manager,76866,USD,MI,PT,South Korea,M,South Korea,0,"Git, SQL, Computer Vision",Bachelor,3,Energy,2025-03-21,2025-05-30,2131,5.2,Future Systems,dataset_1
CL012211,AI12211,ML Ops Engineer,107894,USD,SE,PT,China,M,China,50,"Scala, Python, Azure",Bachelor,5,Retail,2024-11-27,2025-01-12,542,9.9,AI Innovations,dataset_1
CL012212,AI12212,Principal Data Scientist,108605,EUR,SE,FT,France,S,France,100,"Python, SQL, Deep Learning, Docker, Mathematics",Master,7,Education,2024-09-22,2024-11-18,2477,5.2,Cognitive Computing,dataset_1
CL012213,AI12213,Machine Learning Engineer,94542,USD,MI,FT,Sweden,S,United Kingdom,0,"Azure, Linux, Data Visualization, MLOps",Associate,3,Education,2024-12-19,2025-02-24,2323,5.8,Autonomous Tech,dataset_1
CL012214,AI12214,Machine Learning Engineer,180518,USD,SE,FL,Switzerland,M,Switzerland,0,"Deep Learning, TensorFlow, Docker, Linux",Associate,8,Real Estate,2024-04-17,2024-05-18,1679,7.0,Predictive Systems,dataset_1
CL012215,AI12215,Autonomous Systems Engineer,39965,USD,EN,FL,India,M,India,0,"Java, Tableau, Python, Azure",Associate,1,Gaming,2024-05-17,2024-07-26,1525,7.9,Cognitive Computing,dataset_1
CL012216,AI12216,Principal Data Scientist,112021,USD,EN,FT,Norway,L,Norway,0,"Spark, Linux, Git",Bachelor,1,Government,2024-06-03,2024-08-12,1075,7.8,Digital Transformation LLC,dataset_1
CL012217,AI12217,AI Product Manager,190529,EUR,EX,FT,Germany,M,Germany,50,"TensorFlow, SQL, Azure, Deep Learning",PhD,17,Education,2024-01-18,2024-02-18,1764,6.6,Machine Intelligence Group,dataset_1
CL012218,AI12218,Robotics Engineer,187717,USD,SE,FT,Denmark,M,Denmark,100,"TensorFlow, Data Visualization, Mathematics, Kubernetes, NLP",Master,8,Transportation,2024-04-13,2024-06-12,1916,6.5,Quantum Computing Inc,dataset_1
CL012219,AI12219,NLP Engineer,274713,USD,EX,FT,Denmark,M,Denmark,50,"Hadoop, AWS, NLP, Python, Azure",Associate,17,Transportation,2024-07-16,2024-08-25,744,6.1,DataVision Ltd,dataset_1
CL012220,AI12220,Computer Vision Engineer,75675,USD,MI,FL,Israel,L,Israel,50,"Mathematics, Deep Learning, AWS, Azure",Bachelor,4,Healthcare,2024-03-30,2024-05-06,1332,8.7,Autonomous Tech,dataset_1
CL012221,AI12221,AI Consultant,45073,USD,EN,PT,Israel,S,Israel,0,"Kubernetes, Data Visualization, Azure",PhD,0,Media,2025-02-22,2025-03-09,745,6.5,AI Innovations,dataset_1
CL012222,AI12222,Machine Learning Engineer,45421,USD,EN,FT,India,M,India,0,"Kubernetes, R, Computer Vision, SQL, Java",Master,1,Healthcare,2024-01-07,2024-01-31,1023,7.4,Neural Networks Co,dataset_1
CL012223,AI12223,Data Analyst,155405,USD,SE,FT,Switzerland,S,Switzerland,100,"Linux, Kubernetes, Mathematics",Master,8,Media,2024-06-24,2024-07-21,869,5.7,Cloud AI Solutions,dataset_1
CL012224,AI12224,Computer Vision Engineer,111601,USD,SE,CT,Australia,M,Canada,100,"Scala, Hadoop, Tableau, Python",Associate,8,Finance,2024-04-05,2024-06-16,611,8.0,AI Innovations,dataset_1
CL012225,AI12225,AI Architect,104106,USD,SE,FL,Austria,M,Switzerland,100,"PyTorch, Tableau, Linux, Data Visualization",Associate,9,Education,2024-06-02,2024-07-13,1455,9.9,Advanced Robotics,dataset_1
CL012226,AI12226,Head of AI,59622,USD,MI,CT,India,M,India,50,"Statistics, Tableau, Azure, Scala",Bachelor,2,Healthcare,2024-06-15,2024-07-31,1704,6.2,Autonomous Tech,dataset_1
CL012227,AI12227,AI Architect,147307,USD,SE,FT,Australia,M,Australia,100,"Git, Kubernetes, Python",Bachelor,7,Manufacturing,2024-11-24,2025-01-20,1056,8.9,Digital Transformation LLC,dataset_1
